player,injury,start,end,season,missed,ir_sequence
/players/jordan-jenkins-jenkijo04,Knee,2021-11-27,2021-12-19,2021,3,2
/players/jordan-jenkins-jenkijo04,Leg,2022-08-21,2023-02-24,2022,17,3
/players/jordan-jenkins-jenkijo04,Shoulder,2020-12-16,2021-02-24,2020,3,1
/players/jordan-leggett-leggejo01,Knee,2017-10-31,2018-02-24,2017,8,1
/players/jordan-lucas-lucasjo01,Quadriceps,2021-08-24,2021-09-01,2021,NULL,1
/players/jordan-mailata-mailajo01,Back,2018-12-14,2019-02-24,2018,5,1
/players/jordan-mailata-mailajo01,Back,2019-09-21,2020-02-24,2019,15,2
/players/jordan-matthews-matthjo02,Hamstring,2018-08-01,2018-08-07,2018,NULL,2
/players/jordan-matthews-matthjo02,Knee,2017-12-05,2018-02-24,2017,5,1
/players/jordan-matthews-matthjo02,Knee,2022-08-04,2023-02-24,2022,NULL,3
/players/jordan-miller-millejo12,Oblique,2020-11-07,2020-12-22,2020,6,1
/players/jordan-mills-millsjo03,Knee,2019-10-05,2020-02-24,2019,12,1
/players/jordan-morgan-morgajo06,Undisclosed,2017-09-02,2018-02-24,2017,16,1
/players/jordan-phillips-philljo07,Hamstring,2020-11-19,2020-12-13,2020,3,1
/players/jordan-phillips-philljo07,Hamstring,2020-12-19,2021-02-24,2020,NULL,2
/players/jordan-phillips-philljo07,Undisclosed,2021-09-02,2021-10-17,2021,5,3
/players/jordan-phillips-philljo07,Wrist,2023-12-21,2024-02-24,2023,5,4
/players/jordan-poyer-poyerjo01,Abdomen,2016-10-18,2017-02-24,2016,10,1
/players/jordan-reed-reedjo03,Concussion,2013-12-19,2014-02-24,2013,2,1
/players/jordan-reed-reedjo03,Concussion,2019-10-12,2020-02-24,2019,11,4
/players/jordan-reed-reedjo03,Hamstring,2017-12-12,2018-02-24,2017,3,2
/players/jordan-reed-reedjo03,Knee,2020-10-03,2020-11-05,2020,5,5
/players/jordan-reed-reedjo03,Toe,2018-12-27,2019-02-24,2018,1,3
/players/jordan-scarlett-scarljo01,Knee,2019-11-29,2020-02-24,2019,5,1
/players/jordan-smith-smithjo18,Knee,2022-06-14,2023-02-24,2022,NULL,1
/players/jordan-thomas-thomajo18,Ribs,2019-09-02,2019-12-29,2019,10,1
/players/jordan-thomas-thomajo18,Undisclosed,2021-09-01,2021-09-06,2021,NULL,2
/players/jordan-tripp-trippjo01,Concussion,2017-10-31,2018-02-24,2017,11,2
/players/jordan-tripp-trippjo01,Knee,2016-12-03,2016-12-24,2016,1,1
/players/jordan-whitehead-whitejo07,Hamstring,2019-12-18,2020-02-24,2019,2,1
/players/jordan-willis-willijo28,Ankle,2021-01-01,2021-02-24,2020,1,1
/players/jordan-willis-willijo28,Knee,2022-09-14,2022-11-13,2022,7,2
/players/jordan-zumwalt-zumwajo01,Groin,2014-08-29,2015-02-24,2014,17,1
/players/jordan-zumwalt-zumwajo01,Groin,2015-08-20,2016-02-24,2015,18,2
/players/jordyn-brooks-brookjo04,Knee,2023-01-04,2023-02-24,2022,2,1
/players/joseph-noteboom-notebjo01,Achilles,2022-10-18,2023-02-24,2022,11,4
/players/joseph-noteboom-notebjo01,Calf,2020-09-24,2020-11-15,2020,6,2
/players/joseph-noteboom-notebjo01,Knee,2019-10-15,2020-02-24,2019,10,1
/players/joseph-noteboom-notebjo01,Pectoral,2022-02-11,2022-02-24,2021,1,3
/players/joseph-ossai-ossaijo01,Knee,2021-08-31,2022-02-24,2021,21,1
/players/josey-jewell-jeweljo02,Pectoral,2021-09-21,2022-02-24,2021,15,1
/players/josh-allen-allenjo07,Knee,2020-11-24,2021-02-24,2020,6,1
/players/josh-ball-balljo01,Ankle,2021-09-02,2022-02-24,2021,NULL,1
/players/josh-ball-balljo01,Hip,2023-08-29,2024-02-24,2023,18,2
/players/josh-boyce-boycejo01,Ankle,2014-01-02,2014-02-24,2013,2,1
/players/josh-boyce-boycejo01,Undisclosed,2015-09-01,2016-02-24,2015,18,2
/players/josh-boyd-boydjo01,Ankle,2015-09-21,2016-02-24,2015,16,1
/players/josh-carraway-carrajo01,Achilles,2019-09-01,2020-02-24,2019,16,1
/players/josh-doctson-doctsjo01,Achilles,2016-10-21,2017-02-24,2016,10,1
/players/josh-doctson-doctsjo01,Hamstring,2019-09-12,2019-11-17,2019,9,2
/players/josh-forrest-forrejo01,Foot,2017-12-02,2018-02-24,2017,5,3
/players/josh-forrest-forrejo01,Knee,2016-11-22,2017-02-24,2016,6,1
/players/josh-forrest-forrejo01,Knee,2017-09-03,2017-11-20,2017,NULL,2
/players/josh-harveyclemons-harvejo05,,2022-08-10,2023-02-24,2022,NULL,1
/players/josh-harveyclemons-harvejo05,,2023-03-23,2024-02-24,2023,NULL,2
/players/josh-huff-huffjo01,,2019-03-07,2020-02-24,2019,NULL,1
/players/josh-huff-huffjo01,,2021-10-01,2021-10-08,2021,NULL,2
/players/josh-huff-huffjo01,,2021-10-16,2021-10-28,2021,NULL,3
/players/josh-huff-huffjo01,,2021-11-11,2021-11-15,2021,NULL,4
/players/josh-huff-huffjo01,,2021-12-04,2022-02-24,2021,NULL,5
/players/josh-jones-jonesjo13,Chest,2020-11-14,2020-12-06,2020,3,1
/players/josh-jones-jonesjo13,Hamstring,2022-12-06,2023-02-24,2022,6,3
/players/josh-jones-jonesjo13,Undisclosed,2021-08-31,2021-09-01,2021,NULL,2
/players/josh-myers-myersjo01,Knee,2021-10-23,2022-01-09,2021,10,1
/players/josh-oliver-olivejo01,Back,2019-11-18,2020-02-24,2019,6,1
/players/josh-oliver-olivejo01,Foot,2020-08-20,2021-02-24,2020,NULL,2
/players/josh-palmer-palmejo03,Knee,2023-11-06,2023-12-14,2023,6,1
/players/josh-shaw-shawjo02,Groin,2018-09-02,2018-10-14,2018,NULL,1
/players/josh-shaw-shawjo02,Shoulder,2019-08-25,2020-02-24,2019,16,2
/players/josh-sweat-sweatjo01,Ankle,2018-12-11,2019-02-24,2018,5,1
/players/josh-sweat-sweatjo01,Wrist,2020-12-26,2021-02-24,2020,2,2
/players/josh-uche-uchejo01,Ankle,2021-11-17,2021-12-26,2021,4,3
/players/josh-uche-uchejo01,Foot,2020-09-26,2020-11-01,2020,4,1
/players/josh-uche-uchejo01,Foot,2020-12-31,2021-02-24,2020,NULL,2
/players/josh-whyle-whylejo01,Knee,2023-12-30,2024-02-24,2023,2,1
/players/joshua-dobbs-dobbsjo01,Toe,2021-08-31,2022-02-24,2021,18,1
/players/joshua-ezeudu-ezeudjo01,Neck,2022-12-17,2023-02-24,2022,6,1
/players/joshua-ezeudu-ezeudjo01,Toe,2023-10-17,2024-02-24,2023,11,2
/players/joshua-frazier-frazijo01,,2019-02-19,2019-02-24,2018,NULL,1
/players/joshua-garnett-garnejo01,Knee,2017-09-02,2018-02-24,2017,NULL,1
/players/joshua-holsey-holsejo01,Knee,2018-12-18,2019-02-24,2018,2,1
/players/joshua-kaindoh-kaindjo01,Ankle,2021-10-05,2022-01-11,2021,13,1
/players/joshua-kelley-kellejo01,Knee,2022-10-22,2022-11-27,2022,4,1
/players/joshua-miles-milesjo01,Ankle,2021-09-25,2021-10-17,2021,3,1
/players/joshua-miles-milesjo01,Undisclosed,2022-08-31,2023-02-24,2022,17,2
/players/joshua-paschal-paschjo01,Knee,2023-09-16,2023-10-22,2023,5,1
/players/joshua-perry-perryjo02,Head,2017-09-03,2017-11-12,2017,NULL,1
/players/joshuah-bledsoe-bledsjo02,Calf,2021-12-30,2022-02-24,2021,NULL,1
/players/josiah-deguara-deguajo01,Knee,2020-10-13,2021-02-24,2020,14,1
/players/josiah-scott-scottjo06,Hamstring,2021-09-02,2021-10-03,2021,3,1
/players/jourdan-lewis-lewisjo07,Foot,2022-10-26,2023-02-24,2022,12,1
/players/juan-thornhill-thornju02,Knee,2020-01-07,2020-02-24,2019,3,1
/players/juice-scruggs-scrugju01,Leg,2023-08-31,2023-11-26,2023,10,1
/players/juju-smithschuster-smithju03,Ankle,2023-12-30,2024-02-24,2023,2,2
/players/juju-smithschuster-smithju03,Shoulder,2021-10-16,2022-01-16,2021,12,1
/players/julian-blackmon-blackju02,Achilles,2021-10-23,2022-02-24,2021,11,1
/players/julian-blackmon-blackju02,Shoulder,2023-12-26,2024-02-24,2023,2,2
/players/julian-okwara-okwarju01,Elbow,2022-12-03,2023-02-24,2022,6,2
/players/julian-okwara-okwarju01,Knee,2023-08-31,2023-10-08,2023,4,3
/players/julian-okwara-okwarju01,Leg,2020-10-21,2020-12-26,2020,9,1
/players/julien-davenport-davenju01,Knee,2019-09-13,2019-11-17,2019,8,1
/players/jullian-taylor-tayloju01,Knee,2019-12-28,2020-02-24,2019,4,1
/players/jullian-taylor-tayloju01,Undisclosed,2022-08-23,2022-08-30,2022,NULL,2
/players/junior-fehoko-fehokju01,Knee,2023-11-18,2024-01-03,2023,7,1
/players/justice-cunningham-cunniju01,Ankle,2014-09-01,2014-09-02,2014,NULL,1
/players/justice-hill-hillju01,Achilles,2021-09-09,2022-02-24,2021,16,1
/players/justin-britt-brittju02,Knee,2019-10-29,2020-02-24,2019,10,1
/players/justin-britt-brittju02,Knee,2021-10-30,2021-12-05,2021,4,2
/players/justin-brown-brownju03,Undisclosed,2015-08-11,2015-08-13,2015,NULL,1
/players/justin-ellis-ellisju01,Foot,2018-09-13,2018-12-02,2018,10,1
/players/justin-ellis-ellisju01,Knee,2019-08-31,2019-10-08,2019,5,2
/players/justin-evans-evansju01,Achilles,2019-09-10,2020-02-24,2019,NULL,3
/players/justin-evans-evansju01,Ankle,2017-12-20,2018-02-24,2017,2,1
/players/justin-evans-evansju01,Knee,2023-10-13,2024-02-24,2023,13,4
/players/justin-evans-evansju01,Toe,2018-12-18,2019-02-24,2018,2,2
/players/justin-hardy-hardyju01,,2022-07-01,2022-09-29,2022,NULL,1
/players/justin-hardy-hardyju01,,2022-09-01,2022-09-29,2022,NULL,2
/players/justin-hardy-hardyju01,,2022-09-23,2022-09-29,2022,NULL,3
/players/justin-herbert-herbeju01,Finger,2023-12-12,2024-02-24,2023,4,1
/players/justin-herron-herroju01,Ankle,2020-10-31,2020-11-29,2020,4,1
/players/justin-herron-herroju01,Knee,2022-10-07,2023-02-24,2022,13,2
/players/justin-hollins-holliju01,Pectoral,2021-09-28,2021-12-13,2021,9,1
/players/justin-hollins-holliju01,Shoulder,2024-01-06,2024-02-24,2023,1,2
/players/justin-hunter-hunteju01,Ankle,2015-11-17,2016-02-24,2015,7,2
/players/justin-hunter-hunteju01,Shoulder,2018-12-04,2019-02-24,2018,4,3
/players/justin-hunter-hunteju01,Spleen,2014-12-02,2015-02-24,2014,4,1
/players/justin-jackson-jacksju03,Knee,2020-11-14,2020-12-13,2020,4,1
/players/justin-jefferson-jeffeju01,Hamstring,2023-10-11,2023-12-10,2023,7,1
/players/justin-jones-jonesju08,Calf,2021-10-04,2021-10-31,2021,3,2
/players/justin-jones-jonesju08,Shoulder,2020-09-26,2020-10-25,2020,3,1
/players/justin-lawler-lawleju01,Foot,2019-09-02,2020-02-24,2019,NULL,1
/players/justin-lawler-lawleju01,Foot,2020-09-06,2021-02-24,2020,NULL,2
/players/justin-pugh-pughju01,Back,2017-12-14,2018-02-24,2017,3,1
/players/justin-pugh-pughju01,Knee,2018-11-13,2019-02-24,2018,7,2
/players/justin-pugh-pughju01,Knee,2022-10-20,2023-02-24,2022,11,3
/players/justin-reid-reidju01,Hand,2020-12-16,2021-02-24,2020,3,1
/players/justin-senior-senioju01,Knee,2017-08-22,2017-12-12,2017,NULL,1
/players/justin-shorter-shortju01,Hamstring,2023-08-31,2024-02-24,2023,19,1
/players/justin-simmons-simmoju01,Ankle,2017-12-13,2018-02-24,2017,3,1
/players/justin-simmons-simmoju01,Quadriceps,2022-09-14,2022-11-20,2022,4,2
/players/justin-skule-skuleju01,Knee,2021-06-14,2022-02-24,2021,NULL,1
/players/justin-strnad-strnaju01,Wrist,2020-08-31,2021-02-24,2020,NULL,1
/players/juston-burris-burriju01,Groin,2021-09-28,2021-11-14,2021,6,2
/players/juston-burris-burriju01,Ribs,2020-10-20,2020-11-15,2020,3,1
/players/juwann-winfree-winfrju01,Hamstring,2019-12-14,2020-02-24,2019,3,1
/players/kadeem-carey-careyka01,,2019-10-04,2020-02-24,2019,NULL,2
/players/kadeem-carey-careyka01,,2021-11-19,2021-11-27,2021,NULL,3
/players/kadeem-carey-careyka01,,2022-08-04,2022-08-24,2022,NULL,4
/players/kadeem-carey-careyka01,,2022-10-28,2022-11-05,2022,NULL,5
/players/kadeem-carey-careyka01,,2023-06-14,2023-08-11,2023,NULL,6
/players/kadeem-carey-careyka01,,2023-08-03,2023-08-11,2023,NULL,7
/players/kadeem-carey-careyka01,,2023-08-24,2023-09-03,2023,NULL,8
/players/kadeem-carey-careyka01,,2023-10-26,2023-11-03,2023,NULL,9
/players/kadeem-carey-careyka01,Wrist,2017-09-02,2017-09-08,2017,NULL,1
/players/kadeem-edwards-edwarka02,Foot,2014-11-11,2015-02-24,2014,7,1
/players/kadeem-edwards-edwarka02,Undisclosed,2015-09-07,2015-09-14,2015,1,2
/players/kaden-elliss-elliska02,Knee,2019-09-25,2020-02-24,2019,14,1
/players/kaden-smith-smithka01,Knee,2021-12-03,2022-02-24,2021,6,1
/players/kaden-smith-smithka01,Undisclosed,2023-08-29,2023-10-16,2023,6,2
/players/kaelin-clay-clayka01,,2019-03-13,2020-02-24,2019,NULL,3
/players/kaelin-clay-clayka01,Ankle,2018-09-26,2018-10-02,2018,1,2
/players/kaelin-clay-clayka01,Foot,2016-08-16,2016-11-11,2016,9,1
/players/kahale-warring-warrika01,,2023-02-08,2023-02-24,2022,NULL,3
/players/kahale-warring-warrika01,Concussion,2019-09-02,2020-02-24,2019,NULL,1
/players/kahale-warring-warrika01,Undisclosed,2020-09-15,2020-11-26,2020,9,2
/players/kaiir-elam-elamka01,Ankle,2023-11-02,2024-01-15,2023,7,1
/players/kalan-reed-reedka02,Foot,2018-08-20,2018-08-27,2018,NULL,1
/players/kalan-reed-reedka02,Neck,2019-08-27,2020-02-24,2019,18,2
/players/kalen-ballage-ballaka02,,2023-03-24,2024-02-24,2023,NULL,2
/players/kalen-ballage-ballaka02,Leg,2019-12-03,2020-02-24,2019,4,1
/players/kalia-davis-daviska03,Ankle,2023-12-20,2024-02-24,2023,6,1
/players/kamal-martin-martika02,Knee,2020-09-07,2020-10-25,2020,5,1
/players/kamal-martin-martika02,Undisclosed,2022-08-15,2022-08-20,2022,NULL,2
/players/kamalei-correa-correka01,Ribs,2016-12-24,2017-02-24,2016,2,1
/players/kamu-grugierhill-grugika01,Back,2019-12-18,2020-02-24,2019,3,1
/players/kapron-lewismoore-lewiska01,Achilles,2014-08-25,2015-02-24,2014,18,1
/players/kapron-lewismoore-lewiska01,Groin,2019-08-03,2019-08-12,2019,NULL,3
/players/kapron-lewismoore-lewiska01,Undisclosed,2018-07-31,2018-08-08,2018,NULL,2
/players/kareem-hunt-huntka01,Calf,2021-10-19,2021-11-28,2021,5,1
/players/kareem-martin-martika01,Knee,2019-09-12,2019-12-09,2019,11,1
/players/karl-joseph-josepka01,Ankle,2019-11-09,2020-02-24,2019,7,1
/players/karl-joseph-josepka01,Ankle,2022-08-16,2023-02-24,2022,17,2
/players/kavon-frazier-frazika01,Pectoral,2019-10-02,2020-02-24,2019,12,1
/players/kawann-short-shortka01,Shoulder,2019-10-01,2020-02-24,2019,12,1
/players/kawann-short-shortka01,Shoulder,2020-10-15,2021-02-24,2020,11,2
/players/kayvon-webster-webstka01,Achilles,2017-12-11,2018-02-24,2017,4,2
/players/kayvon-webster-webstka01,Concussion,2016-12-28,2017-02-24,2016,1,1
/players/kayvon-webster-webstka01,Quadriceps,2018-10-09,2018-12-23,2018,9,3
/players/kayvon-webster-webstka01,Quadriceps,2018-12-24,2019-02-24,2018,NULL,4
/players/keanu-neal-nealke02,Achilles,2019-09-24,2020-02-24,2019,13,2
/players/keanu-neal-nealke02,Knee,2018-09-08,2019-02-24,2018,15,1
/players/keanu-neal-nealke02,Ribs,2023-11-18,2024-02-24,2023,9,3
/players/keenan-allen-allenke03,Kidney,2015-11-03,2016-02-24,2015,8,1
/players/keenan-allen-allenke03,Knee,2016-09-12,2017-02-24,2016,15,2
/players/keion-adams-adamske04,,2021-11-27,2021-12-04,2021,NULL,3
/players/keion-adams-adamske04,,2022-06-10,2022-06-22,2022,NULL,4
/players/keion-adams-adamske04,,2022-07-01,2022-07-07,2022,NULL,5
/players/keion-adams-adamske04,,2022-11-20,2023-02-24,2022,NULL,6
/players/keion-adams-adamske04,Knee,2019-09-01,2019-10-21,2019,7,2
/players/keion-adams-adamske04,Shoulder,2017-08-29,2018-02-24,2017,NULL,1
/players/keion-crossen-crosske01,Undisclosed,2023-08-29,2024-02-24,2023,18,1
/players/keith-ismael-ismaeke01,Undisclosed,2022-08-30,2022-09-05,2022,NULL,1
/players/keith-marshall-marshke03,Elbow,2016-08-30,2017-02-24,2016,16,1
/players/keith-marshall-marshke03,Knee,2017-08-01,2018-02-24,2017,NULL,2
/players/keith-reaser-reaseke01,Achilles,2019-08-08,2020-02-24,2019,NULL,2
/players/keith-reaser-reaseke01,Quadriceps,2018-09-02,2018-09-12,2018,NULL,1
/players/kelvin-benjamin-benjake01,Knee,2015-09-01,2016-02-24,2015,19,1
/players/kelvin-harmon-harmoke02,,2024-05-15,2025-02-24,2024,NULL,1
/players/kelvin-joseph-josepke03,Groin,2021-09-02,2021-10-31,2021,6,1
/players/kemal-ishmael-ishmake01,Shoulder,2016-12-16,2017-02-24,2016,6,1
/players/kemoko-turay-turayke01,Ankle,2019-10-14,2020-02-24,2019,11,1
/players/kendall-donnerson-donneke01,Hamstring,2019-08-09,2019-08-19,2019,NULL,1
/players/kendall-fuller-fulleke01,Knee,2024-01-05,2024-02-24,2023,1,1
/players/kendall-james-jameske02,Undisclosed,2016-08-04,2016-08-11,2016,NULL,1
/players/kendall-sheffield-sheffke01,Undisclosed,2021-09-08,2021-10-10,2021,4,1
/players/kendall-sheffield-sheffke01,Undisclosed,2022-08-31,2022-10-11,2022,5,2
/players/kendarius-webster-webstke02,Ankle,2019-12-10,2020-02-24,2019,3,1
/players/kendarius-webster-webstke02,Hamstring,2020-12-01,2021-02-24,2020,5,2
/players/kendrick-green-greenke04,Knee,2023-10-04,2024-02-24,2023,15,1
/players/kene-nwangwu-nwangke01,Back,2023-08-31,2023-10-23,2023,6,2
/players/kene-nwangwu-nwangke01,Knee,2021-09-02,2021-10-31,2021,6,1
/players/kenjon-barner-barneke03,Ankle,2014-08-31,2014-09-08,2014,1,1
/players/kenjon-barner-barneke03,Groin,2020-12-30,2021-02-24,2020,5,4
/players/kenjon-barner-barneke03,Groin,2022-08-15,2022-10-11,2022,5,5
/players/kenjon-barner-barneke03,Hamstring,2016-12-20,2017-02-24,2016,2,2
/players/kenjon-barner-barneke03,Knee,2018-12-28,2019-02-24,2018,1,3
/players/kennard-backman-backmke01,Hamstring,2016-08-31,2016-09-06,2016,NULL,1
/players/kenneth-acker-ackerke01,Ankle,2018-09-01,2018-09-08,2018,NULL,2
/players/kenneth-acker-ackerke01,Undisclosed,2014-08-30,2015-02-24,2014,16,1
/players/kenneth-dixon-dixonke02,Knee,2017-09-01,2018-02-24,2017,NULL,1
/players/kenneth-dixon-dixonke02,Knee,2018-09-12,2018-12-02,2018,10,2
/players/kenneth-dixon-dixonke02,Knee,2019-08-31,2019-09-06,2019,NULL,3
/players/kenneth-murray-murrake01,Ankle,2021-10-04,2021-11-14,2021,5,1
/players/kenny-bell-bellke05,Concussion,2016-09-04,2016-09-08,2016,NULL,2
/players/kenny-bell-bellke05,Hamstring,2015-09-04,2016-02-24,2015,16,1
/players/kenny-bell-bellke05,Hamstring,2017-08-19,2017-08-20,2017,NULL,3
/players/kenny-bell-bellke05,Hamstring,2018-08-04,2018-08-07,2018,NULL,4
/players/kenny-clark-clarkke08,Elbow,2018-12-25,2019-02-24,2018,1,1
/players/kenny-lawler-lawleke01,,2022-09-01,2022-09-24,2022,NULL,1
/players/kenny-lawler-lawleke01,,2022-10-07,2023-02-24,2022,NULL,2
/players/kenny-mcintosh-mcintke01,Knee,2023-09-09,2023-11-23,2023,8,1
/players/kenny-vaccaro-vaccake01,Ankle,2013-12-25,2014-02-24,2013,3,1
/players/kenny-vaccaro-vaccake01,Groin,2017-12-21,2018-02-24,2017,4,2
/players/kenny-willekes-willeke01,Leg,2020-09-02,2021-02-24,2020,NULL,1
/players/kenny-willekes-willeke01,Undisclosed,2022-06-03,2023-02-24,2022,NULL,2
/players/kentavius-street-streeke01,Knee,2019-09-02,2019-12-15,2019,13,1
/players/kentavius-street-streeke01,Knee,2020-01-10,2020-02-24,2019,NULL,2
/players/kentavius-street-streeke01,Pectoral,2023-12-16,2024-02-24,2023,4,3
/players/kenyan-drake-drakeke02,Ankle,2021-12-08,2022-02-24,2021,6,1
/players/kenyon-green-greenke05,Shoulder,2023-08-29,2024-02-24,2023,19,1
/players/kerryon-johnson-johnske22,Knee,2018-12-19,2019-02-24,2018,2,1
/players/kerryon-johnson-johnske22,Knee,2019-10-22,2019-12-22,2019,8,2
/players/kerryon-johnson-johnske22,Knee,2021-08-18,2021-08-26,2021,NULL,3
/players/kevin-dodd-doddke01,Foot,2016-12-06,2017-02-24,2016,4,1
/players/kevin-dorsey-dorseke02,Foot,2014-11-08,2015-02-17,2014,10,2
/players/kevin-dorsey-dorseke02,Toe,2013-08-28,2014-02-24,2013,17,1
/players/kevin-dotson-dotsoke01,Ankle,2021-11-20,2022-02-24,2021,9,1
/players/kevin-johnson-johnske19,Concussion,2018-09-11,2019-02-24,2018,16,2
/players/kevin-johnson-johnske19,Foot,2016-10-22,2017-02-24,2016,12,1
/players/kevin-king-kingke04,Hamstring,2018-12-05,2019-02-24,2018,4,2
/players/kevin-king-kingke04,Shoulder,2017-12-06,2018-02-24,2017,4,1
/players/kevin-minter-minteke01,Calf,2018-12-11,2019-02-24,2018,3,2
/players/kevin-minter-minteke01,Hamstring,2017-12-15,2018-02-24,2017,3,1
/players/kevin-norwood-norwoke01,Hip,2016-09-03,2016-09-30,2016,3,1
/players/kevin-norwood-norwoke01,Hip,2017-08-15,2017-11-22,2017,10,2
/players/kevin-pamphile-pamphke01,Undisclosed,2018-09-25,2019-02-24,2018,13,1
/players/kevin-pierrelouis-pierrke01,Groin,2022-09-20,2023-02-24,2022,15,4
/players/kevin-pierrelouis-pierrke01,Hamstring,2021-09-16,2021-10-24,2021,5,3
/players/kevin-pierrelouis-pierrke01,Shoulder,2014-11-28,2015-02-24,2014,7,1
/players/kevin-pierrelouis-pierrke01,Shoulder,2018-12-29,2019-02-24,2018,1,2
/players/kevin-white-whiteke02,Leg,2016-10-05,2017-02-24,2016,12,1
/players/kevin-white-whiteke02,Shoulder,2017-09-12,2018-02-24,2017,15,2
/players/kevin-white-whiteke02,Undisclosed,2022-08-23,2022-08-27,2022,NULL,3
/players/kevon-seymour-seymoke01,Knee,2020-12-26,2021-01-06,2020,2,2
/players/kevon-seymour-seymoke01,Shoulder,2018-09-01,2019-02-24,2018,16,1
/players/khairi-fortt-forttkh01,"Designated for Return",2014-09-03,2014-11-09,2014,5,1
/players/khairi-fortt-forttkh01,Hamstring,2014-12-17,2015-02-24,2014,2,2
/players/khaleke-hudson-hudsokh01,Ankle,2021-12-07,2022-02-24,2021,1,1
/players/khalen-saunders-saundkh01,Elbow,2020-09-19,2020-10-25,2020,5,1
/players/khalen-saunders-saundkh01,Knee,2021-11-30,2022-01-25,2021,8,2
/players/khalid-kareem-kareekh01,Hamstring,2022-09-01,2022-12-17,2022,5,2
/players/khalid-kareem-kareekh01,Hip,2023-09-23,2023-10-29,2023,5,3
/players/khalid-kareem-kareekh01,Shoulder,2021-09-02,2021-10-31,2021,7,1
/players/khalil-herbert-herbekh01,Ankle,2023-10-13,2023-11-19,2023,5,2
/players/khalil-herbert-herbekh01,Hip,2022-11-15,2022-12-24,2022,4,1
/players/khalil-mack-mackkh01,Foot,2021-11-19,2022-02-24,2021,8,1
/players/khari-willis-willikh02,Calf,2021-11-04,2021-12-05,2021,4,1
/players/khyri-thornton-thornkh01,Hamstring,2014-08-30,2015-02-24,2014,18,1
/players/kindle-vildor-vildoki01,Ankle,2022-12-23,2023-02-24,2022,3,1
/players/kj-britt-brittkj01,Ankle,2022-10-25,2022-12-11,2022,5,1
/players/kj-dillon-dillokj01,Knee,2016-10-19,2017-02-24,2016,12,1
/players/kj-hamler-hamlekj01,Concussion,2021-01-02,2021-02-24,2020,1,1
/players/kj-hamler-hamlekj01,Hamstring,2022-12-03,2023-02-24,2022,6,3
/players/kj-hamler-hamlekj01,Knee,2021-09-28,2022-02-24,2021,14,2
/players/klavon-chaisson-chaiskl01,Knee,2022-10-11,2022-12-11,2022,7,1
/players/kofi-amichia-amichko01,Undisclosed,2019-09-01,2019-09-24,2019,3,1
/players/kolby-listenbee-listeko01,Undisclosed,2018-05-21,2018-06-07,2018,NULL,1
/players/kony-ealy-ealyko01,,2021-08-20,2021-10-10,2021,NULL,1
/players/kony-ealy-ealyko01,,2021-10-21,2021-11-15,2021,NULL,2
/players/kony-ealy-ealyko01,,2022-10-20,2023-02-24,2022,NULL,3
/players/korey-cunningham-cunniko01,Foot,2018-12-25,2019-02-24,2018,1,1
/players/kris-boyd-boydkr01,Shoulder,2020-12-15,2021-02-24,2020,3,1
/players/kristian-fulton-fultokr01,Hamstring,2021-10-18,2021-11-14,2021,4,2
/players/kristian-fulton-fultokr01,Hamstring,2023-12-13,2024-02-24,2023,4,3
/players/kristian-fulton-fultokr01,Knee,2020-10-31,2021-01-03,2020,7,1
/players/kristjan-sokoli-sokolkr01,Knee,2018-08-11,2019-02-24,2018,16,1
/players/kvon-wallace-wallakv01,Shoulder,2021-09-28,2021-10-31,2021,4,1
/players/kwon-alexander-alexakw01,Achilles,2020-12-28,2021-02-24,2020,3,3
/players/kwon-alexander-alexakw01,Achilles,2023-11-14,2024-02-24,2023,9,5
/players/kwon-alexander-alexakw01,Elbow,2021-09-17,2021-10-25,2021,4,4
/players/kwon-alexander-alexakw01,Knee,2018-10-22,2019-02-24,2018,10,1
/players/kwon-alexander-alexakw01,Pectoral,2019-11-05,2020-01-11,2019,8,2
/players/kyle-emanuel-emanuky01,Concussion,2020-11-09,2020-12-06,2020,3,1
/players/kyle-fuller-fulleky01,Knee,2016-09-27,2017-02-24,2016,13,1
/players/kyle-fuller-fulleky01,Knee,2022-09-13,2023-02-24,2022,17,2
/players/kyle-long-longky01,Ankle,2016-11-15,2017-02-24,2016,7,1
/players/kyle-long-longky01,Foot,2018-11-03,2018-12-30,2018,8,3
/players/kyle-long-longky01,Hip,2019-10-14,2020-02-24,2019,11,4
/players/kyle-long-longky01,Shoulder,2017-12-05,2018-02-24,2017,4,2
/players/kyle-murphy-murphky01,Ankle,2018-09-02,2018-12-27,2018,15,2
/players/kyle-murphy-murphky01,Foot,2017-09-26,2018-02-24,2017,13,1
/players/kyle-murphy-murphky01,Undisclosed,2021-08-16,2021-08-25,2021,NULL,3
/players/kyle-philips-philiky01,Hamstring,2022-10-25,2023-02-24,2022,11,1
/players/kyle-philips-philiky01,Knee,2023-08-31,2023-10-08,2023,4,2
/players/kyle-pitts-pittsky01,Knee,2022-11-21,2023-02-24,2022,6,1
/players/kyle-van-noy-vannoky01,"Designated for Return",2014-09-02,2014-11-09,2014,8,1
/players/kyler-fackrell-fackrky01,Calf,2020-12-01,2021-01-03,2020,4,1
/players/kyler-fackrell-fackrky01,Knee,2021-12-11,2022-01-09,2021,4,2
/players/kyler-fackrell-fackrky01,Undisclosed,2022-07-29,2022-08-31,2022,NULL,3
