player,injury,start,end,season,missed,ir_sequence
/players/hassan-ridgeway-ridgeha01,Biceps,2020-10-26,2021-02-24,2020,9,2
/players/hassan-ridgeway-ridgeha01,Calf,2023-09-13,2023-10-29,2023,5,4
/players/hassan-ridgeway-ridgeha01,Pectoral,2022-12-15,2023-02-24,2022,7,3
/players/hauoli-kikaha-kikahha01,Ankle,2017-12-28,2018-02-24,2017,3,1
/players/hayden-hurst-hurstha01,Ankle,2021-11-18,2021-12-12,2021,3,1
/players/hayden-hurst-hurstha01,Concussion,2023-12-15,2024-02-24,2023,4,2
/players/henry-anderson-anderhe02,Foot,2023-08-29,2024-02-24,2023,17,5
/players/henry-anderson-anderhe02,Knee,2015-11-09,2016-02-24,2015,7,1
/players/henry-anderson-anderhe02,Pectoral,2021-10-06,2022-02-24,2021,14,3
/players/henry-anderson-anderhe02,Throat,2017-11-09,2018-02-24,2017,7,2
/players/henry-anderson-anderhe02,Undisclosed,2022-08-30,2022-09-01,2022,NULL,4
/players/hjalte-froholdt-frohohj01,Shoulder,2019-08-31,2020-02-24,2019,17,1
/players/howard-wilson-wilsoho01,Knee,2018-06-13,2019-02-24,2018,NULL,1
/players/hroniss-grasu-grasuhr01,Knee,2016-08-30,2017-02-24,2016,NULL,1
/players/hugh-thornton-thornhu01,,2022-06-08,2022-08-12,2022,NULL,4
/players/hugh-thornton-thornhu01,,2022-09-30,2022-10-13,2022,NULL,5
/players/hugh-thornton-thornhu01,,2022-10-28,2022-11-05,2022,NULL,6
/players/hugh-thornton-thornhu01,,2023-06-14,2023-07-06,2023,NULL,7
/players/hugh-thornton-thornhu01,,2023-07-11,2024-02-24,2023,NULL,8
/players/hugh-thornton-thornhu01,Ankle,2015-12-28,2016-02-24,2015,1,2
/players/hugh-thornton-thornhu01,Ankle,2016-09-03,2017-02-24,2016,NULL,3
/players/hugh-thornton-thornhu01,Knee,2015-01-06,2015-02-24,2014,2,1
/players/hunter-henry-henryhu01,Kidney,2017-12-19,2018-02-24,2017,2,1
/players/hunter-henry-henryhu01,Knee,2024-01-06,2024-02-24,2023,1,2
/players/hunter-long-longhu01,Knee,2023-12-12,2024-02-24,2023,NULL,2
/players/hunter-long-longhu01,Thigh,2023-09-09,2023-11-19,2023,9,1
/players/hunter-renfrow-renfrhu01,Ribs,2022-11-10,2022-12-18,2022,5,1
/players/ian-thomas-thomaia01,Calf,2023-10-14,2023-11-19,2023,4,1
/players/ibraheim-campbell-campbib01,Hamstring,2017-11-10,2017-12-31,2017,1,1
/players/ibraheim-campbell-campbib01,Knee,2018-12-04,2019-02-24,2018,4,2
/players/ifeadi-odenigbo-odeniif01,Undisclosed,2023-08-15,2024-02-24,2023,17,1
/players/ifeatu-melifonwu-melifif01,Thigh,2021-09-22,2021-12-05,2021,9,1
/players/ifo-ekpreolomu-ekpreif01,Knee,2016-08-09,2017-02-16,2016,NULL,1
/players/ik-enemkpali-enemkik01,Knee,2016-08-16,2017-02-24,2016,16,1
/players/iman-marshall-marshim01,Knee,2020-08-17,2021-02-24,2020,NULL,2
/players/iman-marshall-marshim01,Knee,2021-08-16,2022-02-24,2021,NULL,3
/players/iman-marshall-marshim01,Toe,2019-09-02,2019-11-25,2019,9,1
/players/irv-smith-smithir03,Ankle,2022-11-01,2023-01-08,2022,9,2
/players/irv-smith-smithir03,Knee,2021-09-02,2022-02-24,2021,17,1
/players/isaac-asiata-asiatis01,Undisclosed,2019-05-17,2019-06-06,2019,NULL,1
/players/isaac-nauta-nautais01,Chest,2021-08-18,2021-08-25,2021,NULL,1
/players/isaac-seumalo-seumais01,Knee,2020-09-22,2020-11-22,2020,7,1
/players/isaac-seumalo-seumais01,Lisfranc,2021-09-28,2022-02-24,2021,15,2
/players/isaiah-bolden-boldeis01,Concussion,2023-08-29,2024-02-24,2023,17,1
/players/isaiah-coulter-coultis01,Neck,2020-09-07,2020-12-13,2020,7,1
/players/isaiah-ford-fordis01,Knee,2017-08-19,2018-02-24,2017,NULL,1
/players/isaiah-ford-fordis01,Undisclosed,2023-08-29,2023-09-06,2023,NULL,2
/players/isaiah-hodgins-hodgiis01,Shoulder,2020-09-07,2021-02-24,2020,NULL,1
/players/isaiah-johnson-johnsis03,,2023-04-25,2024-02-24,2023,NULL,3
/players/isaiah-johnson-johnsis03,Concussion,2019-09-02,2019-11-07,2019,8,1
/players/isaiah-johnson-johnsis03,Undisclosed,2022-05-11,2022-06-10,2022,NULL,2
/players/isaiah-oliver-oliveis01,Knee,2021-10-05,2022-02-24,2021,13,1
/players/isaiah-oliver-oliveis01,Knee,2022-09-01,2022-10-16,2022,5,2
/players/isaiah-prince-princis01,Elbow,2022-09-02,2022-11-22,2022,10,1
/players/isaiah-rodgers-rodgeis01,Knee,2022-12-28,2023-02-24,2022,2,1
/players/isaiah-wynn-wynnis01,Achilles,2018-09-01,2019-02-24,2018,19,1
/players/isaiah-wynn-wynnis01,Foot,2022-12-17,2023-02-24,2022,4,4
/players/isaiah-wynn-wynnis01,Knee,2020-11-28,2021-02-24,2020,6,3
/players/isaiah-wynn-wynnis01,Quadriceps,2023-10-24,2024-02-24,2023,11,5
/players/isaiah-wynn-wynnis01,Toe,2019-09-17,2019-11-24,2019,8,2
/players/israel-mukuamu-mukuais01,Hamstring,2022-01-14,2022-02-24,2021,1,1
/players/ito-smith-smithit01,Knee,2018-12-18,2019-02-24,2018,2,1
/players/ito-smith-smithit01,Neck,2019-11-09,2020-02-24,2019,8,2
/players/jabari-price-priceja01,Knee,2016-09-03,2017-02-24,2016,16,2
/players/jabari-price-priceja01,Shoulder,2015-10-27,2016-02-24,2015,11,1
/players/jabari-zuniga-zunigja01,Quadriceps,2020-09-07,2020-11-01,2020,7,1
/players/jabril-cox-coxja02,Knee,2021-11-02,2022-02-24,2021,11,1
/players/jabrill-peppers-peppeja01,Back,2019-12-07,2020-02-24,2019,4,1
/players/jabrill-peppers-peppeja01,Knee,2021-10-26,2022-02-24,2021,10,2
/players/jace-amaro-amaroja01,Shoulder,2015-09-01,2016-02-24,2015,16,1
/players/jace-sternberger-sternja01,Ankle,2019-09-03,2019-11-03,2019,8,1
/players/jachai-polite-politja02,,2022-06-15,2022-06-24,2022,NULL,1
/players/jachai-polite-politja02,,2022-07-03,2022-07-15,2022,NULL,2
/players/jachai-polite-politja02,,2022-07-30,2023-02-24,2022,NULL,3
/players/jack-anderson-anderja12,Calf,2023-08-30,2023-11-26,2023,NULL,2
/players/jack-anderson-anderja12,Hamstring,2021-11-20,2021-12-26,2021,3,1
/players/jack-cichy-cichyja01,Arm,2021-01-19,2021-02-24,2020,NULL,4
/players/jack-cichy-cichyja01,Elbow,2019-10-30,2020-02-24,2019,9,2
/players/jack-cichy-cichyja01,Hamstring,2020-10-12,2021-01-03,2020,6,3
/players/jack-cichy-cichyja01,Knee,2018-10-22,2019-02-24,2018,10,1
/players/jack-conklin-conklja01,Elbow,2021-11-06,2021-11-28,2021,3,2
/players/jack-conklin-conklja01,Knee,2018-12-11,2019-02-24,2018,3,1
/players/jack-conklin-conklja01,Knee,2021-11-30,2022-02-24,2021,NULL,3
/players/jack-conklin-conklja01,Knee,2023-09-12,2024-02-24,2023,17,4
/players/jack-driscoll-driscja01,Ankle,2021-11-30,2022-02-24,2021,NULL,3
/players/jack-driscoll-driscja01,Knee,2020-12-18,2021-02-24,2020,3,1
/players/jack-driscoll-driscja01,Pectoral,2021-09-02,2021-10-03,2021,3,2
/players/jack-jones-jonesja22,Hamstring,2023-09-09,2023-10-22,2023,6,2
/players/jack-jones-jonesja22,Knee,2022-12-31,2023-02-24,2022,2,1
/players/jack-mewhort-mewhoja01,Knee,2016-12-12,2017-02-24,2016,3,1
/players/jack-mewhort-mewhoja01,Knee,2017-10-14,2018-02-24,2017,11,2
/players/jacob-harris-harrija13,Knee,2021-11-09,2022-02-24,2021,12,1
/players/jacob-harris-harrija13,Pectoral,2022-12-12,2023-02-24,2022,4,2
/players/jacob-martin-martija06,Knee,2022-12-14,2023-02-24,2022,4,1
/players/jacob-phillips-phillja07,Biceps,2021-09-02,2021-12-12,2021,12,1
/players/jacob-phillips-phillja07,Pectoral,2022-10-26,2023-02-24,2022,10,2
/players/jacob-phillips-phillja07,Pectoral,2023-08-12,2024-02-24,2023,18,3
/players/jacoby-brissett-brissja01,Thumb,2016-10-07,2016-12-21,2016,10,1
/players/jacorey-shepherd-shephja02,Knee,2015-09-01,2016-02-24,2015,NULL,1
/players/jadeveon-clowney-clownja01,Knee,2014-12-10,2015-02-24,2014,3,1
/players/jadeveon-clowney-clownja01,Knee,2020-11-21,2021-02-24,2020,8,2
/players/jaelan-phillips-phillja08,Achilles,2023-11-28,2024-02-24,2023,7,1
/players/jaelen-strong-stronja01,Ankle,2016-12-10,2017-02-24,2016,6,1
/players/jaelen-strong-stronja01,Knee,2017-12-26,2018-02-24,2017,4,2
/players/jahlani-tavai-tavaija01,Shoulder,2019-12-23,2020-02-24,2019,1,1
/players/jaire-alexander-alexaja02,Shoulder,2021-10-09,2022-01-22,2021,11,1
/players/jake-bailey-baileja01,Back,2022-11-19,2023-02-24,2022,8,1
/players/jake-butt-buttja01,Hamstring,2020-11-03,2020-12-31,2020,8,3
/players/jake-butt-buttja01,Knee,2018-09-29,2019-02-24,2018,13,1
/players/jake-butt-buttja01,Knee,2019-09-02,2020-02-24,2019,16,2
/players/jake-fisher-fisheja01,Back,2018-11-29,2019-02-24,2018,5,1
/players/jake-funk-funkja01,Hamstring,2021-10-19,2021-12-21,2021,7,1
/players/jake-hanson-hansoja03,Biceps,2022-10-22,2023-02-24,2022,11,1
/players/jake-hanson-hansoja03,Concussion,2024-01-06,2024-02-24,2023,1,3
/players/jake-hanson-hansoja03,Shin,2023-08-23,2023-11-19,2023,NULL,2
/players/jake-rodgers-rodgeja03,Ankle,2016-09-04,2016-09-12,2016,1,1
/players/jake-ryan-ryanja01,Hamstring,2019-12-10,2020-02-24,2019,3,2
/players/jake-ryan-ryanja01,Knee,2018-08-06,2019-02-24,2018,NULL,1
/players/jake-witt-wittja01,Hip,2023-08-05,2024-02-24,2023,NULL,1
/players/jakeem-grant-grantja01,Achilles,2018-11-28,2019-02-24,2018,5,1
/players/jakeem-grant-grantja01,Achilles,2022-08-10,2023-02-24,2022,NULL,4
/players/jakeem-grant-grantja01,Ankle,2019-11-27,2020-02-24,2019,5,2
/players/jakeem-grant-grantja01,Ankle,2022-01-06,2022-02-24,2021,1,3
/players/jakeem-grant-grantja01,Knee,2023-08-27,2024-02-24,2023,18,5
/players/jaleel-johnson-johnsja25,Undisclosed,2022-08-17,2022-08-23,2022,NULL,1
/players/jaleel-scott-scottja05,Hamstring,2018-08-27,2019-02-24,2018,17,1
/players/jalen-hurd-hurdja01,Back,2019-10-03,2020-02-24,2019,16,1
/players/jalen-hurd-hurdja01,Knee,2020-08-20,2021-02-24,2020,NULL,2
/players/jalen-hurd-hurdja01,Knee,2021-09-11,2021-11-11,2021,8,3
/players/jalen-jelks-jelksja01,Undisclosed,2019-08-31,2020-02-24,2019,16,1
/players/jalen-jelks-jelksja01,Undisclosed,2021-07-28,2022-02-24,2021,NULL,2
/players/jalen-mayfield-mayfija01,Back,2022-09-01,2023-02-24,2022,17,1
/players/jalen-mills-millsja02,Foot,2018-12-08,2019-02-24,2018,6,1
/players/jalen-myrick-myricja01,,2020-01-31,2020-02-24,2019,NULL,1
/players/jalen-nailor-nailoja01,Concussion,2024-01-06,2024-02-24,2023,NULL,2
/players/jalen-nailor-nailoja01,Hamstring,2023-09-21,2023-11-12,2023,6,1
/players/jalen-ramsey-ramseja01,Knee,2023-08-31,2023-10-29,2023,7,1
/players/jalen-reagor-reagoja01,Thumb,2020-09-30,2020-11-01,2020,4,1
/players/jalen-reevesmaybin-reeveja02,Neck,2018-12-05,2019-02-24,2018,4,1
/players/jalen-saunders-saundja01,,2020-01-21,2020-02-24,2019,NULL,1
/players/jalen-tabor-taborja01,Ankle,2021-12-29,2022-02-24,2021,2,1
/players/jalyn-armourdavis-armouja01,Concussion,2023-12-30,2024-02-24,2023,4,2
/players/jalyn-armourdavis-armouja01,Hip,2022-11-26,2023-02-24,2022,8,1
/players/jamaal-williams-willija32,Hamstring,2023-09-23,2023-10-19,2023,4,1
/players/jamal-adams-adamsja03,Knee,2022-09-15,2023-02-24,2022,17,2
/players/jamal-adams-adamsja03,Quadriceps,2023-12-30,2024-02-24,2023,2,3
/players/jamal-adams-adamsja03,Shoulder,2021-12-11,2022-02-24,2021,5,1
/players/jamal-agnew-agnewja01,Hip,2021-11-22,2022-02-24,2021,7,2
/players/jamal-agnew-agnewja01,Knee,2018-10-15,2018-12-23,2018,9,1
/players/jamal-agnew-agnewja01,Leg,2024-01-06,2024-02-24,2023,NULL,4
/players/jamal-agnew-agnewja01,Shoulder,2023-11-18,2023-12-17,2023,4,3
/players/jamar-taylor-tayloja07,Knee,2020-12-01,2021-02-24,2020,5,2
/players/jamar-taylor-tayloja07,Shoulder,2014-12-23,2015-02-24,2014,1,1
/players/jamarco-jones-jonesja17,Ankle,2018-09-01,2019-02-24,2018,17,1
/players/jamarco-jones-jonesja17,Back,2021-11-29,2022-01-02,2021,5,3
/players/jamarco-jones-jonesja17,Groin,2020-12-19,2021-02-24,2020,4,2
/players/jamarco-jones-jonesja17,Triceps,2022-09-22,2023-02-24,2022,15,4
/players/jameis-winston-winstja01,Knee,2021-11-06,2022-02-24,2021,10,1
/players/james-conner-conneja02,Knee,2017-12-19,2018-02-24,2017,3,1
/players/james-conner-conneja02,Knee,2023-10-10,2023-11-12,2023,4,2
/players/james-daniels-danieja04,Pectoral,2020-10-14,2021-02-24,2020,12,1
/players/james-houston-houstja02,Ankle,2023-09-19,2024-01-28,2023,16,1
/players/james-lynch-lynchja02,Knee,2023-08-06,2024-02-24,2023,NULL,1
/players/james-mitchell-mitchja05,Hand,2024-01-13,2024-02-24,2023,3,1
/players/james-oshaughnessy-oshauja01,Ankle,2021-09-22,2021-11-28,2021,8,3
/players/james-oshaughnessy-oshauja01,Foot,2015-11-17,2016-02-24,2015,9,1
/players/james-oshaughnessy-oshauja01,Knee,2019-10-09,2020-02-24,2019,11,2
/players/james-sample-samplja01,Shoulder,2015-11-18,2016-02-24,2015,7,1
/players/james-sample-samplja01,Shoulder,2016-08-30,2017-02-24,2016,16,2
/players/james-washington-washija05,Foot,2022-09-01,2022-12-11,2022,12,1
/players/james-white-whiteja06,Hip,2021-10-01,2022-02-24,2021,15,1
/players/james-wiggins-wiggija01,Knee,2021-12-04,2022-02-24,2021,7,1
/players/james-wright-wrighja06,Chest,2017-08-06,2017-08-30,2017,NULL,2
/players/james-wright-wrighja06,Knee,2015-07-29,2016-02-24,2015,NULL,1
/players/james-wright-wrighja06,Knee,2018-09-02,2019-02-24,2018,18,3
/players/jamie-collins-collija02,Ankle,2021-11-13,2021-12-06,2021,3,2
/players/jamie-collins-collija02,Knee,2017-11-13,2018-02-24,2017,7,1
/players/jamien-sherwood-sherwja01,Achilles,2021-10-26,2022-02-24,2021,11,1
/players/jamil-demby-dembyja01,,2023-04-17,2024-02-24,2023,NULL,2
/players/jamil-demby-dembyja01,Undisclosed,2021-08-05,2022-02-24,2021,14,1
/players/jamin-davis-davisja17,Knee,2023-01-07,2023-02-24,2022,1,1
/players/jamin-davis-davisja17,Shoulder,2023-12-14,2024-02-24,2023,4,2
/players/jamison-crowder-crowdja01,Ankle,2022-10-08,2023-02-24,2022,14,1
/players/jamon-brown-brownja13,Leg,2015-11-17,2016-02-24,2015,7,1
/players/janarius-robinson-robinja10,Ankle,2022-10-15,2022-12-06,2022,7,2
/players/janarius-robinson-robinja10,Ankle,2023-01-07,2023-02-24,2022,4,3
/players/janarius-robinson-robinja10,Undisclosed,2021-08-23,2022-02-24,2021,17,1
/players/jaquiski-tartt-tarttja01,Forearm,2017-11-07,2018-02-24,2017,7,1
/players/jaquiski-tartt-tarttja01,Knee,2021-10-30,2021-11-21,2021,3,4
/players/jaquiski-tartt-tarttja01,Shoulder,2018-12-24,2019-02-24,2018,1,2
/players/jaquiski-tartt-tarttja01,Toe,2020-11-11,2021-02-24,2020,7,3
/players/jared-abbrederis-abbreja01,Knee,2014-08-26,2015-02-24,2014,NULL,1
/players/jared-abbrederis-abbreja01,Thigh,2016-10-24,2016-10-27,2016,NULL,2
/players/jared-smith-smithja12,Undisclosed,2014-07-25,2014-07-31,2014,NULL,1
/players/jared-smith-smithja12,Undisclosed,2016-08-24,2016-09-05,2016,NULL,2
/players/jarrad-davis-davisja12,Ankle,2019-12-14,2020-02-24,2019,3,1
/players/jarrad-davis-davisja12,Ankle,2021-09-02,2021-10-31,2021,6,2
/players/jarrad-davis-davisja12,Knee,2023-07-18,2024-02-24,2023,NULL,3
/players/jarrett-patterson-patteja04,Ankle,2023-10-31,2024-02-24,2023,12,1
/players/jarvis-jones-jonesja11,"Designated for Return",2014-09-22,2014-12-07,2014,9,1
/players/jarvis-landry-landrja02,Ankle,2022-12-22,2023-02-24,2022,3,2
/players/jarvis-landry-landrja02,Knee,2021-09-21,2021-10-21,2021,4,1
/players/jashon-cornell-corneja02,Achilles,2020-08-20,2021-02-24,2020,NULL,1
/players/jashon-cornell-corneja02,Undisclosed,2022-08-31,2022-09-05,2022,NULL,2
/players/jason-pinnock-pinnoja01,Toe,2024-01-06,2024-02-24,2023,1,1
/players/jason-spriggs-sprigja01,Back,2019-08-07,2020-02-24,2019,NULL,3
/players/jason-spriggs-sprigja01,Hamstring,2017-09-21,2017-11-19,2017,7,1
/players/jason-spriggs-sprigja01,Knee,2017-12-26,2018-02-24,2017,NULL,2
/players/jason-taylor-tayloja10,,2023-09-15,2023-11-26,2023,9,1
/players/jason-verrett-verreja01,Achilles,2018-08-02,2019-02-24,2018,NULL,4
/players/jason-verrett-verreja01,Achilles,2022-11-11,2023-02-24,2022,NULL,7
/players/jason-verrett-verreja01,Ankle,2019-10-03,2020-02-24,2019,16,5
/players/jason-verrett-verreja01,Knee,2016-10-07,2017-02-24,2016,12,2
/players/jason-verrett-verreja01,Knee,2017-09-23,2018-02-24,2017,14,3
/players/jason-verrett-verreja01,Knee,2021-09-14,2022-02-24,2021,19,6
/players/jason-verrett-verreja01,Shoulder,2014-11-15,2015-02-24,2014,7,1
/players/jatavis-brown-brownja14,Ankle,2019-01-07,2019-02-24,2018,1,1
/players/javon-kinlaw-kinlaja01,Knee,2021-10-30,2022-02-24,2021,14,1
/players/javon-kinlaw-kinlaja01,Knee,2022-10-15,2022-12-24,2022,9,2
/players/javon-patterson-patteja02,Knee,2019-06-05,2020-02-24,2019,NULL,1
/players/javonte-williams-willija39,Knee,2022-10-04,2023-02-24,2022,13,1
/players/javorius-allen-allenja08,Undisclosed,2019-07-30,2019-08-09,2019,NULL,1
/players/jawhaun-bentley-bentlja01,Undisclosed,2018-09-26,2019-02-24,2018,16,1
/players/jawuan-james-jamesja02,Achilles,2022-09-13,2023-02-24,2022,17,2
/players/jawuan-james-jamesja02,Hamstring,2017-11-11,2018-02-24,2017,8,1
/players/jay-ajayi-ajayija01,"Designated for Return",2015-09-06,2015-11-08,2015,7,1
/players/jay-ajayi-ajayija01,Knee,2018-10-08,2019-02-24,2018,13,2
/players/jay-bromley-bromlja01,Arm,2018-10-23,2019-02-24,2018,12,1
/players/jay-tufele-tufelja01,Hand,2021-10-29,2021-12-05,2021,5,1
/players/jaycee-horn-hornja01,Foot,2021-09-27,2022-02-24,2021,13,1
/players/jaycee-horn-hornja01,Hamstring,2023-09-15,2023-12-03,2023,10,3
/players/jaycee-horn-hornja01,Wrist,2023-01-02,2023-02-24,2022,1,2
/players/jaylen-watkins-watkija03,Knee,2018-08-19,2019-02-24,2018,18,1
/players/jaylon-johnson-johnsja31,Finger,2022-12-23,2023-02-24,2022,3,1
/players/jaylon-smith-smithja15,Knee,2016-12-13,2017-02-24,2016,NULL,1
/players/jayon-brown-brownja15,Elbow,2020-11-24,2021-02-24,2020,7,1
/players/jayon-brown-brownja15,Hand,2022-12-13,2023-02-24,2022,4,3
/players/jayon-brown-brownja15,Knee,2021-10-08,2021-11-07,2021,4,2
/players/jc-tretter-trettjc01,"Designated for Return",2014-09-03,2014-11-09,2014,8,1
/players/jc-tretter-trettjc01,Knee,2017-01-21,2017-02-24,2016,1,2
/players/jedrick-wills-willsje01,Knee,2023-11-07,2024-02-24,2023,10,1
/players/jeff-driskel-driskje01,Clavicle,2021-12-22,2022-02-24,2021,3,4
/players/jeff-driskel-driskje01,Hamstring,2019-08-31,2019-11-10,2019,1,2
/players/jeff-driskel-driskje01,Hamstring,2019-11-30,2020-02-24,2019,4,3
/players/jeff-driskel-driskje01,Hand,2017-09-04,2018-02-24,2017,16,1
/players/jeff-heuerman-heuerje01,Knee,2015-08-31,2016-02-24,2015,NULL,1
/players/jeff-heuerman-heuerje01,Ribs,2018-11-27,2019-02-24,2018,5,2
/players/jeffery-simmons-simmoje03,Knee,2023-12-23,2024-02-24,2023,3,1
/players/jeffrey-okudah-okudaje01,Achilles,2021-09-13,2022-02-24,2021,16,2
/players/jeffrey-okudah-okudaje01,Groin,2020-12-16,2021-02-24,2020,3,1
/players/jelani-jenkins-jenkije01,Undisclosed,2017-09-02,2017-09-04,2017,NULL,1
/players/jelani-woods-woodsje03,Hamstring,2023-08-31,2024-02-24,2023,NULL,1
/players/jerald-hawkins-hawkije01,,2023-07-03,2024-02-24,2023,NULL,4
/players/jerald-hawkins-hawkije01,Quadriceps,2018-06-04,2019-02-24,2018,NULL,2
/players/jerald-hawkins-hawkije01,Shoulder,2016-08-28,2017-02-24,2016,19,1
/players/jerald-hawkins-hawkije01,Undisclosed,2022-08-06,2022-08-24,2022,NULL,3
/players/jeremiah-attaochu-attaoje01,Concussion,2018-12-20,2019-02-24,2018,2,2
/players/jeremiah-attaochu-attaoje01,Foot,2016-12-03,2017-02-24,2016,5,1
/players/jeremiah-attaochu-attaoje01,Pectoral,2021-10-13,2022-02-24,2021,12,3
/players/jeremiah-george-georgje03,Back,2018-09-01,2018-09-10,2018,1,1
/players/jeremiah-ledbetter-ledbeje01,Ankle,2019-09-01,2019-09-11,2019,1,1
/players/jeremiah-ledbetter-ledbeje01,Undisclosed,2022-08-11,2022-08-22,2022,NULL,2
/players/jeremiah-owusukoramoah-owusuje01,Ankle,2021-10-19,2021-11-14,2021,3,1
/players/jeremiah-owusukoramoah-owusuje01,Foot,2022-12-13,2023-02-24,2022,4,2
/players/jeremiah-poutasi-poutaje01,Ankle,2016-12-20,2017-02-24,2016,2,1
/players/jeremy-chinn-chinnje01,Hamstring,2022-10-05,2022-11-20,2022,6,1
/players/jeremy-chinn-chinnje01,Quadriceps,2023-10-24,2023-12-03,2023,5,2
/players/jeremy-clark-clarkje03,,2022-09-10,2022-09-15,2022,NULL,2
/players/jeremy-clark-clarkje03,,2023-06-23,2023-07-14,2023,NULL,3
/players/jeremy-clark-clarkje03,,2023-10-06,2024-02-24,2023,NULL,4
/players/jeremy-clark-clarkje03,Hamstring,2019-08-05,2019-09-02,2019,NULL,1
/players/jeremy-gallon-galloje01,Undisclosed,2015-05-12,2015-06-17,2015,NULL,1
/players/jeremy-harris-harrije04,Back,2013-08-25,2014-02-24,2013,16,1
/players/jeremy-hill-hillje06,Ankle,2017-11-11,2018-02-24,2017,8,1
/players/jeremy-hill-hillje06,Knee,2018-09-10,2019-02-24,2018,18,2
/players/jeremy-langford-langfje02,Undisclosed,2019-05-14,2019-06-26,2019,NULL,1
/players/jeremy-mcnichols-mcnicje01,Shoulder,2022-08-03,2023-02-24,2022,NULL,1
/players/jeremy-ruckert-ruckeje01,Concussion,2024-01-06,2024-02-24,2023,1,1
/players/jeremy-sprinkle-sprinje01,Achilles,2022-08-23,2022-08-26,2022,NULL,1
/players/jerick-mckinnon-mckinje02,Back,2014-12-06,2015-02-24,2014,4,1
/players/jerick-mckinnon-mckinje02,Groin,2023-12-24,2024-02-11,2023,6,5
/players/jerick-mckinnon-mckinje02,Hamstring,2021-11-30,2022-01-02,2021,4,4
/players/jerick-mckinnon-mckinje02,Knee,2018-09-03,2019-02-24,2018,16,2
/players/jerick-mckinnon-mckinje02,Knee,2019-08-31,2020-02-24,2019,NULL,3
/players/jermaine-eluemunor-eluemje01,Ankle,2020-10-21,2020-11-15,2020,3,1
/players/jermaine-kelly-kellyje04,Quadriceps,2019-08-17,2019-08-24,2019,NULL,2
/players/jermaine-kelly-kellyje04,Undisclosed,2018-09-03,2019-02-24,2018,NULL,1
/players/jermar-jefferson-jeffeje01,Undisclosed,2023-08-30,2023-09-06,2023,NULL,1
/players/jerome-baker-bakerje04,Knee,2023-12-09,2024-01-07,2023,4,1
/players/jerome-baker-bakerje04,Wrist,2024-01-09,2024-02-24,2023,NULL,2
/players/jerome-ford-fordje02,Ankle,2022-10-04,2022-11-13,2022,4,1
/players/jerrick-reed-reedje02,Knee,2023-11-23,2024-02-24,2023,7,1
/players/jerry-jeudy-jeudyje01,Ankle,2021-09-14,2021-10-31,2021,6,1
/players/jesse-james-jamesje04,Biceps,2022-09-20,2023-02-24,2022,15,1
/players/jesse-williams-willije07,Knee,2013-08-26,2014-02-24,2013,19,1
/players/jesse-williams-willije07,Knee,2014-08-02,2015-02-24,2014,NULL,2
/players/jihad-ward-wardji03,Ankle,2018-10-26,2019-02-24,2018,11,1
/players/jimmie-ward-wardji02,Arm,2018-11-27,2019-02-24,2018,5,4
/players/jimmie-ward-wardji02,Foot,2014-11-15,2015-02-24,2014,7,1
/players/jimmie-ward-wardji02,Forearm,2017-11-01,2018-02-24,2017,8,3
/players/jimmie-ward-wardji02,Hamstring,2022-09-01,2022-10-09,2022,4,5
