index,year,round,pick,team_x,player,page,position,season,transdate,team_y,transaction,trans_year,trans_month,end_year,tran_month,season_num
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2013,,,,,,,9.0,1
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2014,,,,,,,9.0,2
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2015,,,,,,,9.0,3
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2016,,,,,,,9.0,4
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2017,,,,,,,9.0,5
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2018,,,,,,,9.0,6
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2019,,,,,,,9.0,7
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2020,2020-09-03,San Francisco (NFL),Placed on Injured Reserve (Knee),2020.0,9.0,,9.0,8
7,2013,1,8,St. Louis Rams,Tavon Austin,/players/tavon-austin-austita01,WR,2021,2021-09-02,Jacksonville (NFL),Placed on Injured Reserve (Quadriceps),2021.0,9.0,,9.0,9
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2013,,,,,,,9.0,1
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2014,,,,,,,9.0,2
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2015,,,,,,,9.0,3
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2016,,,,,,,9.0,4
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2017,,,,,,,9.0,5
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2018,,,,,,,9.0,6
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2019,,,,,,,9.0,7
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2020,,,,,,,9.0,8
15,2013,1,16,Buffalo Bills,E.J. Manuel,/players/ej-manuel-manueej01,QB,2021,,,,,,,9.0,9
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2013,,,,,,,9.0,1
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2014,2014-09-10,Cincinnati (NFL),Placed on Injured Reserve (Designated for Return) (Elbow),2014.0,9.0,,9.0,2
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2015,,,,,,,9.0,3
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2016,2016-12-26,Cincinnati (NFL),Placed on Injured Reserve (Back),2016.0,12.0,,12.0,4
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2017,2017-10-12,Cincinnati (NFL),Placed on Injured Reserve (Back),2017.0,10.0,,10.0,5
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2018,2018-10-05,Cincinnati (NFL),Placed on Injured Reserve (Ankle),2018.0,10.0,,10.0,6
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2019,,,,,,,9.0,7
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2020,,,,,,,9.0,8
20,2013,1,21,Cincinnati Bengals,Tyler Eifert,/players/tyler-eifert-eiferty01,TE,2021,,,,,,,9.0,9
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2013,,,,,,,9.0,1
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2014,,,,,,,9.0,2
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2015,,,,,,,9.0,3
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2016,,,,,,,9.0,4
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2017,,,,,,,9.0,5
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2018,,,,,,,9.0,6
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2019,,,,,,,9.0,7
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2020,,,,,,,9.0,8
26,2013,1,27,Houston Texans,DeAndre Hopkins,/players/deandre-hopkins-hopkide01,WR,2021,2021-12-18,Arizona (NFL),Placed on Injured Reserve (Knee),2021.0,12.0,,12.0,9
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2013,,,,,,,9.0,1
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2014,,,,,,,9.0,2
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2015,,,,,,,9.0,3
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2016,,,,,,,9.0,4
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2017,,,,,,,9.0,5
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2018,,,,,,,9.0,6
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2019,,,,,,,9.0,7
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2020,,,,,,,9.0,8
28,2013,1,29,Minnesota Vikings,Cordarrelle Patterson,/players/cordarrelle-patterson-patteco01,RB,2021,,,,,,,9.0,9
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2013,,,,,,,9.0,1
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2014,2014-12-02,Tennessee (NFL),Placed on Injured Reserve (Spleen),2014.0,12.0,,12.0,2
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2015,2015-11-17,Tennessee (NFL),Placed on Injured Reserve (Ankle),2015.0,11.0,,11.0,3
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2016,,,,,,,9.0,4
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2017,,,,,,,9.0,5
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2018,2018-12-04,Pittsburgh (NFL),Placed on Injured Reserve (Shoulder),2018.0,12.0,,12.0,6
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2019,,,,,,,9.0,7
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2020,,,,,,,9.0,8
33,2013,2,34,Tennessee Titans,Justin Hunter,/players/justin-hunter-hunteju01,WR,2021,,,,,,,9.0,9
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2013,,,,,,,9.0,1
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2014,,,,,,,9.0,2
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2015,,,,,,,9.0,3
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2016,,,,,,,9.0,4
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2017,,,,,,,9.0,5
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2018,,,,,,,9.0,6
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2019,,,,,,,9.0,7
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2020,2020-10-22,Philadelphia (NFL),Placed on Injured Reserve (Ankle),2020.0,10.0,,10.0,8
34,2013,2,35,Philadelphia Eagles,Zach Ertz,/players/zach-ertz-ertzza01,TE,2021,,,,,,,9.0,9
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2013,,,,,,,9.0,1
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2014,,,,,,,9.0,2
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2015,,,,,,,9.0,3
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2016,2016-11-22,Cincinnati (NFL),Placed on Injured Reserve (Knee),2016.0,11.0,,11.0,4
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2017,,,,,,,9.0,5
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2018,,,,,,,9.0,6
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2019,,,,,,,9.0,7
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2020,,,,,,,9.0,8
36,2013,2,37,Cincinnati Bengals,Giovani Bernard,/players/giovani-bernard-bernagi01,RB,2021,2021-12-14,Tampa Bay (NFL),Placed on Injured Reserve (Hip),2021.0,12.0,,12.0,9
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2013,,,,,,,9.0,1
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2014,,,,,,,9.0,2
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2015,,,,,,,9.0,3
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2016,2016-10-26,NY Jets (NFL),Placed on Injured Reserve (Knee),2016.0,10.0,,10.0,4
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2017,,,,,,,9.0,5
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2018,,,,,,,9.0,6
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2019,,,,,,,9.0,7
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2020,,,,,,,9.0,8
38,2013,2,39,New York Jets,Geno Smith,/players/geno-smith-smithge04,QB,2021,,,,,,,9.0,9
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2013,,,,,,,9.0,1
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2014,,,,,,,9.0,2
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2015,2015-12-22,Buffalo (NFL),Placed on Injured Reserve (Groin),2015.0,12.0,,12.0,3
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2016,,,,,,,9.0,4
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2017,,,,,,,9.0,5
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2018,,,,,,,9.0,6
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2019,,,,,,,9.0,7
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2020,,,,,,,9.0,8
40,2013,2,41,Buffalo Bills,Robert Woods,/players/robert-woods-woodsro06,WR,2021,2021-11-24,LA Rams (NFL),Placed on Injured Reserve (Knee),2021.0,11.0,,11.0,9
46,2013,2,47,Dallas Cowboys,Gavin Escobar,/players/gavin-escobar-escobga01,TE,2013,,,,,,2018.0,9.0,1
46,2013,2,47,Dallas Cowboys,Gavin Escobar,/players/gavin-escobar-escobga01,TE,2014,,,,,,2018.0,9.0,2
46,2013,2,47,Dallas Cowboys,Gavin Escobar,/players/gavin-escobar-escobga01,TE,2015,2015-12-25,Dallas (NFL),Placed on Injured Reserve (Achilles),2015.0,12.0,2018.0,12.0,3
46,2013,2,47,Dallas Cowboys,Gavin Escobar,/players/gavin-escobar-escobga01,TE,2016,,,,,,2018.0,9.0,4
46,2013,2,47,Dallas Cowboys,Gavin Escobar,/players/gavin-escobar-escobga01,TE,2017,,,,,,2018.0,9.0,5
46,2013,2,47,Dallas Cowboys,Gavin Escobar,/players/gavin-escobar-escobga01,TE,2018,,,,,,2018.0,9.0,6
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2013,,,,,,2022.0,9.0,1
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2014,,,,,,2022.0,9.0,2
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2015,2015-11-02,Pittsburgh (NFL),Placed on Injured Reserve (Knee),2015.0,11.0,2022.0,11.0,3
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2016,,,,,,2022.0,9.0,4
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2017,,,,,,2022.0,9.0,5
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2018,,,,,,2022.0,9.0,6
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2019,,,,,,2022.0,9.0,7
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2020,2020-09-15,NY Jets (NFL),Placed on Injured Reserve (Hamstring),2020.0,9.0,2022.0,9.0,8
47,2013,2,48,Pittsburgh Steelers,Le'Veon Bell,/players/leveon-bell-bellle02,RB,2021,,,,,,2022.0,9.0,9
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2013,,,,,,,9.0,1
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2014,2014-12-09,San Francisco (NFL),Placed on Injured Reserve (Back),2014.0,12.0,,12.0,2
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2015,,,,,,,9.0,3
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2016,2016-12-12,San Francisco (NFL),Placed on Injured Reserve (Shoulder),2016.0,12.0,,12.0,4
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2017,,,,,,,9.0,5
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2018,,,,,,,9.0,6
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2019,,,,,,,9.0,7
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2020,,,,,,,9.0,8
54,2013,2,55,San Francisco 49ers,Vance McDonald,/players/vance-mcdonald-mcdonva01,TE,2021,,,,,,,9.0,9
57,2013,2,58,Denver Broncos,Montee Ball,/players/montee-ball-ballmo01,RB,2013,,,,,,2016.0,9.0,1
57,2013,2,58,Denver Broncos,Montee Ball,/players/montee-ball-ballmo01,RB,2014,2014-12-13,Denver (NFL),Placed on Injured Reserve (Groin),2014.0,12.0,2016.0,12.0,2
57,2013,2,58,Denver Broncos,Montee Ball,/players/montee-ball-ballmo01,RB,2015,,,,,,2016.0,9.0,3
57,2013,2,58,Denver Broncos,Montee Ball,/players/montee-ball-ballmo01,RB,2016,,,,,,2016.0,9.0,4
58,2013,2,59,New England Patriots,Aaron Dobson,/players/aaron-dobson-dobsoaa01,WR,2013,,,,,,2017.0,9.0,1
58,2013,2,59,New England Patriots,Aaron Dobson,/players/aaron-dobson-dobsoaa01,WR,2014,2014-12-04,New England (NFL),Placed on Injured Reserve (Hamstring),2014.0,12.0,2017.0,12.0,2
58,2013,2,59,New England Patriots,Aaron Dobson,/players/aaron-dobson-dobsoaa01,WR,2015,2015-11-26,New England (NFL),Placed on Injured Reserve (Ankle),2015.0,11.0,2017.0,11.0,3
58,2013,2,59,New England Patriots,Aaron Dobson,/players/aaron-dobson-dobsoaa01,WR,2016,,,,,,2017.0,9.0,4
58,2013,2,59,New England Patriots,Aaron Dobson,/players/aaron-dobson-dobsoaa01,WR,2017,2017-09-02,Arizona (NFL),Placed on Injured Reserve (Hamstring),2017.0,9.0,2017.0,9.0,5
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2013,,,,,,,9.0,1
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2014,,,,,,,9.0,2
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2015,,,,,,,9.0,3
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2016,2016-10-20,Green Bay (NFL),Placed on Injured Reserve (Ankle),2016.0,10.0,,10.0,4
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2017,,,,,,,9.0,5
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2018,,,,,,,9.0,6
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2019,,,,,,,9.0,7
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2020,,,,,,,9.0,8
60,2013,2,61,Green Bay Packers,Eddie Lacy,/players/eddie-lacy-lacyed01,RB,2021,,,,,,,9.0,9
61,2013,2,62,Seattle Seahawks,Christine Michael,/players/christine-michael-michach01,RB,2013,,,,,,2018.0,9.0,1
61,2013,2,62,Seattle Seahawks,Christine Michael,/players/christine-michael-michach01,RB,2014,,,,,,2018.0,9.0,2
61,2013,2,62,Seattle Seahawks,Christine Michael,/players/christine-michael-michach01,RB,2015,,,,,,2018.0,9.0,3
61,2013,2,62,Seattle Seahawks,Christine Michael,/players/christine-michael-michach01,RB,2016,,,,,,2018.0,9.0,4
61,2013,2,62,Seattle Seahawks,Christine Michael,/players/christine-michael-michach01,RB,2017,2017-06-15,Indianapolis (NFL),Placed on Injured Reserve (Undisclosed),2017.0,6.0,2018.0,6.0,5
61,2013,2,62,Seattle Seahawks,Christine Michael,/players/christine-michael-michach01,RB,2018,,,,,,2018.0,9.0,6
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2013,2013-10-12,Kansas City (NFL),Placed on Injured Reserve (Knee),2013.0,10.0,,10.0,1
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2014,,,,,,,9.0,2
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2015,,,,,,,9.0,3
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2016,,,,,,,9.0,4
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2017,,,,,,,9.0,5
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2018,,,,,,,9.0,6
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2019,,,,,,,9.0,7
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2020,,,,,,,9.0,8
62,2013,3,63,Kansas City Chiefs,Travis Kelce,/players/travis-kelce-kelcetr01,TE,2021,,,,,,,9.0,9
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2013,,,,,,,9.0,1
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2014,,,,,,,9.0,2
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2015,,,,,,,9.0,3
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2016,,,,,,,9.0,4
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2017,,,,,,,9.0,5
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2018,,,,,,,9.0,6
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2019,,,,,,,9.0,7
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2020,,,,,,,9.0,8
72,2013,3,73,Tampa Bay Buccaneers,Mike Glennon,/players/mike-glennon-glennmi01,QB,2021,,,,,,,9.0,9
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2013,,,,,,2021.0,9.0,1
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2014,,,,,,2021.0,9.0,2
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2015,,,,,,2021.0,9.0,3
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2016,,,,,,2021.0,9.0,4
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2017,,,,,,2021.0,9.0,5
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2018,2018-10-06,Dallas (NFL),Placed on Injured Reserve (Foot),2018.0,10.0,2021.0,10.0,6
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2019,,,,,,2021.0,9.0,7
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2020,,,,,,2021.0,9.0,8
73,2013,3,74,Dallas Cowboys,Terrance Williams,/players/terrance-williams-willite05,WR,2021,,,,,,2021.0,9.0,9
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2013,,,,,,,9.0,1
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2014,,,,,,,9.0,2
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2015,2015-11-03,San Diego (NFL),Placed on Injured Reserve (Kidney),2015.0,11.0,,11.0,3
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2016,2016-09-12,San Diego (NFL),Placed on Injured Reserve (Knee),2016.0,9.0,,9.0,4
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2017,,,,,,,9.0,5
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2018,,,,,,,9.0,6
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2019,,,,,,,9.0,7
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2020,,,,,,,9.0,8
75,2013,3,76,San Diego Chargers,Keenan Allen,/players/keenan-allen-allenke03,WR,2021,,,,,,,9.0,9
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2013,,,,,,,9.0,1
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2014,,,,,,,9.0,2
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2015,2015-10-20,Buffalo (NFL),Placed on Injured Reserve (Ribs),2015.0,10.0,,10.0,3
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2016,,,,,,,9.0,4
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2017,,,,,,,9.0,5
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2018,,,,,,,9.0,6
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2019,2019-12-10,San Francisco (NFL),Placed on Injured Reserve (Knee),2019.0,12.0,,12.0,7
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2020,,,,,,,9.0,8
77,2013,3,78,Buffalo Bills,Marquise Goodwin,/players/marquise-goodwin-goodwma02,WR,2021,,,,,,,9.0,9
78,2013,3,79,Pittsburgh Steelers,Markus Wheaton,/players/markus-wheaton-wheatma02,WR,2013,,,,,,2018.0,9.0,1
78,2013,3,79,Pittsburgh Steelers,Markus Wheaton,/players/markus-wheaton-wheatma02,WR,2014,,,,,,2018.0,9.0,2
78,2013,3,79,Pittsburgh Steelers,Markus Wheaton,/players/markus-wheaton-wheatma02,WR,2015,,,,,,2018.0,9.0,3
78,2013,3,79,Pittsburgh Steelers,Markus Wheaton,/players/markus-wheaton-wheatma02,WR,2016,2016-11-19,Pittsburgh (NFL),Placed on Injured Reserve (Shoulder),2016.0,11.0,2018.0,11.0,4
78,2013,3,79,Pittsburgh Steelers,Markus Wheaton,/players/markus-wheaton-wheatma02,WR,2017,,,,,,2018.0,9.0,5
78,2013,3,79,Pittsburgh Steelers,Markus Wheaton,/players/markus-wheaton-wheatma02,WR,2018,,,,,,2018.0,9.0,6
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2013,2013-12-19,Washington (NFL),Placed on Injured Reserve (Concussion),2013.0,12.0,,12.0,1
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2014,,,,,,,9.0,2
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2015,,,,,,,9.0,3
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2016,,,,,,,9.0,4
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2017,2017-12-12,Washington (NFL),Placed on Injured Reserve (Hamstring),2017.0,12.0,,12.0,5
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2018,2018-12-27,Washington (NFL),Placed on Injured Reserve (Toe),2018.0,12.0,,12.0,6
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2019,2019-10-12,Washington (NFL),Placed on Injured Reserve (Concussion),2019.0,10.0,,10.0,7
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2020,2020-10-03,San Francisco (NFL),Placed on Injured Reserve (Knee),2020.0,10.0,,10.0,8
84,2013,3,85,Washington Redskins,Jordan Reed,/players/jordan-reed-reedjo03,TE,2021,,,,,,,9.0,9
91,2013,3,92,St. Louis Rams,Stedman Bailey,/players/stedman-bailey-bailest02,WR,2013,,,,,,2017.0,9.0,1
